,1,2,3,4,5,6,7
7:58,0.0036,0.0045,0.0021,0.0027,0.0042,0.0027,0.0054
7:59,0.0038,0.0048,0.0022,0.0035,0.0043,0.0015,0.0025
8:00,0.0056,0.0051,0.0018,0.0015,0.0043,0.0006,0.0016
8:01,0.0053,0.0040,0.0016,0.0029,0.0038,0.0012,0.0027
8:02,0.0036,0.0036,0.0022,0.0027,0.0028,0.0032,0.0023
8:03,0.0051,0.0035,0.0024,0.0018,0.0038,0.0057,0.0025
8:04,0.0049,0.0031,0.0025,0.0009,0.0029,0.0048,0.0031
8:05,0.0040,0.0040,0.0031,0.0013,0.0040,0.0056,0.0028
8:06,0.0033,0.0042,0.0028,0.0024,0.0038,0.0041,0.0042
8:07,0.0033,0.0034,0.0023,0.0021,0.0050,0.0034,0.0043
8:08,0.0027,0.0038,0.0019,0.0031,0.0048,0.0039,0.0053
8:09,0.0029,0.0029,0.0032,0.0054,0.0030,0.0038,0.0055
8:10,0.0051,0.0029,0.0039,0.0032,0.0032,0.0032,0.0061
8:11,0.0044,0.0028,0.0038,0.0014,0.0045,0.0037,0.0060
8:12,0.0048,0.0024,0.0046,0.0013,0.0034,0.0031,0.0054
8:13,0.0052,0.0027,0.0049,0.0018,0.0048,0.0031,0.0043
8:14,0.0041,0.0030,0.0049,0.0018,0.0043,0.0034,0.0038
8:15,0.0050,0.0029,0.0035,0.0015,0.0042,0.0050,0.0042
8:16,0.0056,0.0018,0.0037,0.0030,0.0039,0.0053,0.0028
8:17,0.0055,0.0022,0.0032,0.0031,0.0049,0.0050,0.0025
8:18,0.0053,0.0025,0.0034,0.0024,0.0056,0.0029,0.0035
8:19,0.0051,0.0037,0.0032,0.0024,0.0026,0.0023,0.0038
8:20,0.0061,0.0031,0.0028,0.0019,0.0034,0.0016,0.0038
8:21,0.0068,0.0033,0.0035,0.0019,0.0032,0.0023,0.0061
8:22,0.0071,0.0036,0.0034,0.0020,0.0029,0.0029,0.0057
8:23,0.0051,0.0027,0.0035,0.0030,0.0042,0.0033,0.0059
8:24,0.0048,0.0028,0.0034,0.0032,0.0050,0.0041,0.0051
8:25,0.0099,0.0036,0.0033,0.0045,0.0031,0.0036,0.0041
8:26,0.0124,0.0035,0.0039,0.0044,0.0026,0.0032,0.0043
8:27,0.0062,0.0058,0.0060,0.0039,0.0023,0.0035,0.0046
8:28,0.0049,0.0049,0.0054,0.0040,0.0031,0.0050,0.0053
8:29,0.0057,0.0035,0.0054,0.0029,0.0043,0.0049,0.0060
8:30,0.0069,0.0044,0.0049,0.0038,0.0026,0.0049,0.0089
8:31,0.0062,0.0043,0.0055,0.0028,0.0032,0.0040,0.0053
8:32,0.0064,0.0048,0.0069,0.0027,0.0042,0.0038,0.0052
8:33,0.0057,0.0041,0.0088,0.0018,0.0043,0.0030,0.0052
8:34,0.0035,0.0043,0.0078,0.0025,0.0040,0.0032,0.0048
8:35,0.0038,0.0035,0.0071,0.0029,0.0025,0.0033,0.0056
8:36,0.0038,0.0028,0.0056,0.0033,0.0029,0.0029,0.0063
8:37,0.0036,0.0026,0.0068,0.0023,0.0018,0.0028,0.0071
8:38,0.0035,0.0032,0.0058,0.0028,0.0018,0.0027,0.0062
8:39,0.0058,0.0033,0.0043,0.0026,0.0021,0.0036,0.0043
8:40,0.0064,0.0034,0.0055,0.0020,0.0026,0.0033,0.0041
8:41,0.0050,0.0037,0.0042,0.0019,0.0026,0.0031,0.0037
8:42,0.0048,0.0037,0.0054,0.0019,0.0034,0.0033,0.0036
8:43,0.0033,0.0029,0.0049,0.0028,0.0031,0.0021,0.0047
8:44,0.0035,0.0023,0.0064,0.0024,0.0019,0.0025,0.0056
8:45,0.0031,0.0022,0.0058,0.0027,0.0033,0.0035,0.0079
8:46,0.0056,0.0028,0.0059,0.0030,0.0035,0.0023,0.0049
8:47,0.0037,0.0022,0.0059,0.0035,0.0027,0.0045,0.0041
8:48,0.0046,0.0023,0.0045,0.0034,0.0037,0.0030,0.0037
8:49,0.0070,0.0032,0.0043,0.0036,0.0035,0.0037,0.0043
8:50,0.0062,0.0033,0.0036,0.0032,0.0035,0.0029,0.0059
8:51,0.0029,0.0022,0.0034,0.0027,0.0041,0.0033,0.0041
8:52,0.0021,0.0034,0.0034,0.0038,0.0043,0.0029,0.0049
8:53,0.0030,0.0045,0.0032,0.0054,0.0035,0.0033,0.0037
8:54,0.0028,0.0037,0.0041,0.0061,0.0031,0.0041,0.0051
8:55,0.0027,0.0034,0.0049,0.0019,0.0032,0.0030,0.0052
8:56,0.0030,0.0031,0.0038,0.0022,0.0047,0.0052,0.0051
8:57,0.0033,0.0036,0.0040,0.0021,0.0049,0.0036,0.0049
8:58,0.0041,0.0034,0.0061,0.0025,0.0052,0.0035,0.0047
8:59,0.0027,0.0026,0.0035,0.0020,0.0053,0.0052,0.0034
9:00,0.0013,0.0028,0.0020,0.0025,0.0042,0.0051,0.0019
9:01,0.0022,0.0024,0.0020,0.0029,0.0039,0.0049,0.0023
9:02,0.0022,0.0032,0.0014,0.0022,0.0038,0.0049,0.0018
9:03,0.0029,0.0038,0.0013,0.0028,0.0025,0.0045,0.0024
9:04,0.0026,0.0043,0.0027,0.0033,0.0026,0.0048,0.0021
9:05,0.0028,0.0045,0.0024,0.0029,0.0040,0.0052,0.0042
9:06,0.0025,0.0078,0.0042,0.0043,0.0038,0.0051,0.0047
9:07,0.0033,0.0076,0.0030,0.0043,0.0030,0.0052,0.0034
9:08,0.0029,0.0047,0.0022,0.0054,0.0030,0.0077,0.0028
9:09,0.0039,0.0044,0.0028,0.0055,0.0037,0.0057,0.0028
9:10,0.0038,0.0036,0.0025,0.0047,0.0045,0.0058,0.0023
9:11,0.0043,0.0036,0.0043,0.0046,0.0046,0.0064,0.0022
9:12,0.0052,0.0043,0.0059,0.0027,0.0039,0.0066,0.0019
9:13,0.0047,0.0048,0.0047,0.0036,0.0044,0.0061,0.0030
9:14,0.0045,0.0026,0.0035,0.0042,0.0027,0.0060,0.0044
9:15,0.0038,0.0018,0.0037,0.0049,0.0039,0.0077,0.0052
9:16,0.0043,0.0021,0.0029,0.0057,0.0032,0.0087,0.0037
9:17,0.0055,0.0015,0.0031,0.0052,0.0030,0.0085,0.0040
9:18,0.0050,0.0013,0.0032,0.0046,0.0026,0.0072,0.0047
9:19,0.0045,0.0027,0.0037,0.0034,0.0020,0.0072,0.0044
9:20,0.0045,0.0031,0.0023,0.0047,0.0019,0.0062,0.0058
9:21,0.0050,0.0033,0.0028,0.0046,0.0022,0.0054,0.0045
9:22,0.0048,0.0041,0.0021,0.0045,0.0046,0.0061,0.0032
9:23,0.0053,0.0039,0.0022,0.0035,0.0058,0.0069,0.0019
9:24,0.0046,0.0042,0.0037,0.0039,0.0040,0.0069,0.0027
9:25,0.0030,0.0038,0.0037,0.0048,0.0039,0.0101,0.0036
9:26,0.0021,0.0038,0.0028,0.0043,0.0047,0.0056,0.0041
9:27,0.0023,0.0034,0.0038,0.0042,0.0056,0.0059,0.0036
9:28,0.0037,0.0034,0.0033,0.0041,0.0037,0.0059,0.0026
9:29,0.0034,0.0039,0.0046,0.0035,0.0045,0.0055,0.0043
9:30,0.0033,0.0043,0.0046,0.0027,0.0037,0.0102,0.0051
9:31,0.0033,0.0033,0.0039,0.0031,0.0031,0.0125,0.0040
9:32,0.0039,0.0042,0.0040,0.0051,0.0033,0.0106,0.0042
9:33,0.0033,0.0058,0.0032,0.0042,0.0021,0.0058,0.0044
9:34,0.0039,0.0040,0.0025,0.0046,0.0020,0.0054,0.0051
9:35,0.0041,0.0034,0.0026,0.0068,0.0029,0.0065,0.0064
9:36,0.0049,0.0034,0.0047,0.0054,0.0018,0.0056,0.0055
9:37,0.0051,0.0041,0.0049,0.0045,0.0028,0.0047,0.0046
9:38,0.0042,0.0030,0.0043,0.0054,0.0023,0.0059,0.0052
9:39,0.0035,0.0029,0.0029,0.0059,0.0039,0.0053,0.0051
9:40,0.0035,0.0038,0.0027,0.0068,0.0036,0.0043,0.0041
9:41,0.0028,0.0022,0.0024,0.0064,0.0021,0.0057,0.0033
9:42,0.0031,0.0025,0.0023,0.0059,0.0045,0.0042,0.0033
9:43,0.0030,0.0032,0.0039,0.0048,0.0042,0.0042,0.0033
9:44,0.0037,0.0045,0.0038,0.0074,0.0033,0.0040,0.0023
9:45,0.0038,0.0050,0.0018,0.0056,0.0037,0.0039,0.0033
9:46,0.0058,0.0044,0.0024,0.0058,0.0047,0.0046,0.0044
9:47,0.0046,0.0035,0.0029,0.0063,0.0032,0.0058,0.0049
9:48,0.0041,0.0036,0.0033,0.0045,0.0035,0.0042,0.0061
9:49,0.0039,0.0048,0.0033,0.0040,0.0031,0.0058,0.0058
9:50,0.0033,0.0044,0.0011,0.0030,0.0044,0.0063,0.0064
9:51,0.0025,0.0045,0.0011,0.0041,0.0039,0.0054,0.0067
9:52,0.0022,0.0042,0.0010,0.0050,0.0037,0.0055,0.0053
9:53,0.0021,0.0061,0.0028,0.0045,0.0041,0.0073,0.0050
9:54,0.0033,0.0058,0.0024,0.0047,0.0034,0.0073,0.0068
9:55,0.0028,0.0058,0.0027,0.0057,0.0030,0.0057,0.0066
9:56,0.0045,0.0058,0.0013,0.0057,0.0050,0.0053,0.0049
9:57,0.0053,0.0070,0.0036,0.0062,0.0041,0.0057,0.0053
9:58,0.0028,0.0063,0.0073,0.0060,0.0045,0.0054,0.0060
9:59,0.0019,0.0067,0.0014,0.0056,0.0030,0.0054,0.0059
10:00,0.0026,0.0078,0.0009,0.0043,0.0025,0.0056,0.0062
10:01,0.0038,0.0084,0.0011,0.0036,0.0032,0.0079,0.0075
10:02,0.0033,0.0065,0.0018,0.0047,0.0034,0.0067,0.0070
10:03,0.0036,0.0068,0.0019,0.0058,0.0026,0.0043,0.0070
10:04,0.0044,0.0060,0.0036,0.0059,0.0027,0.0050,0.0069
10:05,0.0053,0.0054,0.0046,0.0077,0.0031,0.0048,0.0067
10:06,0.0056,0.0052,0.0053,0.0056,0.0036,0.0041,0.0077
10:07,0.0047,0.0054,0.0066,0.0049,0.0026,0.0045,0.0075
10:08,0.0046,0.0052,0.0056,0.0057,0.0018,0.0051,0.0075
10:09,0.0044,0.0051,0.0066,0.0049,0.0018,0.0063,0.0079
10:10,0.0053,0.0058,0.0049,0.0049,0.0018,0.0056,0.0067
10:11,0.0040,0.0067,0.0035,0.0049,0.0021,0.0050,0.0078
10:12,0.0045,0.0064,0.0042,0.0043,0.0027,0.0045,0.0082
10:13,0.0049,0.0064,0.0032,0.0051,0.0025,0.0040,0.0083
10:14,0.0067,0.0069,0.0033,0.0052,0.0033,0.0039,0.0104
10:15,0.0072,0.0051,0.0034,0.0055,0.0033,0.0037,0.0107
10:16,0.0058,0.0047,0.0032,0.0057,0.0027,0.0040,0.0105
10:17,0.0048,0.0040,0.0041,0.0062,0.0039,0.0052,0.0097
10:18,0.0057,0.0047,0.0028,0.0072,0.0026,0.0048,0.0085
10:19,0.0060,0.0047,0.0028,0.0059,0.0039,0.0054,0.0079
10:20,0.0042,0.0055,0.0027,0.0053,0.0043,0.0065,0.0080
10:21,0.0044,0.0041,0.0035,0.0061,0.0042,0.0063,0.0085
10:22,0.0037,0.0044,0.0035,0.0066,0.0049,0.0068,0.0085
10:23,0.0053,0.0046,0.0043,0.0074,0.0039,0.0072,0.0075
10:24,0.0052,0.0050,0.0066,0.0071,0.0042,0.0070,0.0064
10:25,0.0053,0.0046,0.0066,0.0074,0.0046,0.0065,0.0069
10:26,0.0041,0.0053,0.0061,0.0068,0.0055,0.0068,0.0064
10:27,0.0038,0.0048,0.0047,0.0056,0.0064,0.0087,0.0086
10:28,0.0049,0.0051,0.0045,0.0054,0.0048,0.0064,0.0092
10:29,0.0047,0.0043,0.0046,0.0070,0.0054,0.0068,0.0079
10:30,0.0048,0.0050,0.0052,0.0057,0.0041,0.0052,0.0070
10:31,0.0038,0.0030,0.0039,0.0056,0.0032,0.0059,0.0058
10:32,0.0039,0.0032,0.0035,0.0055,0.0043,0.0061,0.0051
10:33,0.0038,0.0025,0.0040,0.0054,0.0053,0.0058,0.0055
10:34,0.0043,0.0024,0.0055,0.0048,0.0037,0.0058,0.0064
10:35,0.0042,0.0024,0.0053,0.0050,0.0048,0.0048,0.0054
10:36,0.0039,0.0026,0.0076,0.0040,0.0040,0.0066,0.0068
10:37,0.0048,0.0026,0.0088,0.0039,0.0049,0.0069,0.0064
10:38,0.0045,0.0024,0.0085,0.0044,0.0041,0.0066,0.0049
10:39,0.0050,0.0027,0.0080,0.0049,0.0045,0.0059,0.0075
10:40,0.0045,0.0021,0.0072,0.0056,0.0056,0.0074,0.0080
10:41,0.0055,0.0028,0.0065,0.0052,0.0064,0.0054,0.0073
10:42,0.0043,0.0025,0.0058,0.0047,0.0068,0.0060,0.0048
10:43,0.0045,0.0036,0.0060,0.0070,0.0069,0.0072,0.0039
10:44,0.0060,0.0035,0.0080,0.0066,0.0055,0.0061,0.0044
10:45,0.0071,0.0031,0.0072,0.0081,0.0049,0.0055,0.0073
10:46,0.0074,0.0028,0.0075,0.0098,0.0037,0.0060,0.0056
10:47,0.0077,0.0034,0.0096,0.0091,0.0035,0.0058,0.0064
10:48,0.0069,0.0031,0.0093,0.0094,0.0059,0.0049,0.0048
10:49,0.0069,0.0027,0.0089,0.0103,0.0053,0.0056,0.0056
10:50,0.0074,0.0026,0.0087,0.0093,0.0059,0.0052,0.0062
10:51,0.0085,0.0036,0.0088,0.0069,0.0057,0.0068,0.0067
10:52,0.0063,0.0025,0.0086,0.0073,0.0058,0.0063,0.0058
10:53,0.0063,0.0024,0.0074,0.0079,0.0060,0.0059,0.0055
10:54,0.0073,0.0032,0.0062,0.0070,0.0067,0.0056,0.0054
10:55,0.0050,0.0033,0.0060,0.0075,0.0118,0.0050,0.0072
10:56,0.0061,0.0023,0.0057,0.0084,0.0082,0.0048,0.0075
10:57,0.0053,0.0021,0.0072,0.0085,0.0069,0.0056,0.0063
10:58,0.0069,0.0030,0.0072,0.0057,0.0042,0.0057,0.0074
10:59,0.0076,0.0036,0.0068,0.0055,0.0038,0.0056,0.0058
11:00,0.0074,0.0028,0.0062,0.0063,0.0048,0.0050,0.0042
11:01,0.0085,0.0027,0.0067,0.0063,0.0046,0.0040,0.0053
11:02,0.0095,0.0036,0.0059,0.0050,0.0052,0.0042,0.0065
11:03,0.0076,0.0034,0.0067,0.0029,0.0056,0.0044,0.0057
11:04,0.0083,0.0030,0.0090,0.0034,0.0063,0.0051,0.0051
11:05,0.0077,0.0043,0.0053,0.0042,0.0062,0.0049,0.0056
11:06,0.0071,0.0047,0.0068,0.0037,0.0043,0.0058,0.0067
11:07,0.0073,0.0043,0.0081,0.0038,0.0051,0.0057,0.0038
11:08,0.0071,0.0045,0.0076,0.0041,0.0050,0.0058,0.0043
11:09,0.0073,0.0041,0.0050,0.0043,0.0056,0.0053,0.0062
11:10,0.0069,0.0065,0.0047,0.0088,0.0044,0.0053,0.0070
11:11,0.0069,0.0068,0.0034,0.0034,0.0040,0.0048,0.0063
11:12,0.0077,0.0064,0.0034,0.0032,0.0056,0.0043,0.0061
11:13,0.0078,0.0044,0.0045,0.0038,0.0053,0.0048,0.0055
11:14,0.0088,0.0041,0.0087,0.0048,0.0054,0.0047,0.0060
11:15,0.0080,0.0043,0.0070,0.0048,0.0048,0.0048,0.0066
11:16,0.0085,0.0044,0.0055,0.0063,0.0068,0.0059,0.0053
11:17,0.0091,0.0026,0.0055,0.0043,0.0063,0.0052,0.0041
11:18,0.0073,0.0083,0.0069,0.0048,0.0088,0.0049,0.0038
11:19,0.0085,0.0068,0.0090,0.0045,0.0160,0.0056,0.0038
11:20,0.0094,0.0061,0.0081,0.0042,0.0217,0.0041,0.0039
11:21,0.0107,0.0058,0.0059,0.0072,0.0072,0.0044,0.0051
11:22,0.0087,0.0053,0.0059,0.0064,0.0065,0.0046,0.0033
11:23,0.0093,0.0059,0.0063,0.0081,0.0059,0.0052,0.0022
11:24,0.0071,0.0053,0.0071,0.0072,0.0068,0.0045,0.0025
11:25,0.0074,0.0054,0.0058,0.0061,0.0072,0.0050,0.0027
11:26,0.0078,0.0057,0.0067,0.0068,0.0070,0.0045,0.0032
11:27,0.0075,0.0082,0.0087,0.0058,0.0095,0.0053,0.0020
11:28,0.0077,0.0094,0.0056,0.0054,0.0092,0.0053,0.0020
11:29,0.0079,0.0085,0.0049,0.0059,0.0086,0.0049,0.0034
11:30,0.0082,0.0070,0.0073,0.0058,0.0084,0.0050,0.0033
11:31,0.0093,0.0068,0.0122,0.0043,0.0078,0.0049,0.0038
11:32,0.0069,0.0069,0.0073,0.0044,0.0084,0.0047,0.0058
11:33,0.0075,0.0068,0.0085,0.0051,0.0077,0.0056,0.0063
11:34,0.0062,0.0066,0.0089,0.0045,0.0062,0.0056,0.0037
11:35,0.0046,0.0058,0.0054,0.0037,0.0069,0.0061,0.0050
11:36,0.0051,0.0052,0.0039,0.0051,0.0064,0.0060,0.0043
11:37,0.0060,0.0057,0.0036,0.0038,0.0051,0.0060,0.0034
11:38,0.0047,0.0066,0.0033,0.0036,0.0053,0.0066,0.0023
11:39,0.0038,0.0062,0.0042,0.0034,0.0069,0.0075,0.0034
11:40,0.0053,0.0064,0.0037,0.0056,0.0060,0.0064,0.0040
11:41,0.0048,0.0060,0.0032,0.0044,0.0058,0.0056,0.0042
11:42,0.0053,0.0058,0.0027,0.0044,0.0068,0.0063,0.0034
11:43,0.0041,0.0064,0.0031,0.0058,0.0073,0.0062,0.0023
11:44,0.0045,0.0071,0.0030,0.0063,0.0072,0.0072,0.0039
11:45,0.0048,0.0087,0.0043,0.0055,0.0073,0.0059,0.0043
11:46,0.0052,0.0067,0.0047,0.0052,0.0065,0.0050,0.0044
11:47,0.0042,0.0076,0.0049,0.0052,0.0065,0.0056,0.0047
11:48,0.0048,0.0088,0.0036,0.0048,0.0067,0.0074,0.0059
11:49,0.0046,0.0078,0.0037,0.0051,0.0071,0.0064,0.0044
11:50,0.0056,0.0063,0.0035,0.0052,0.0067,0.0051,0.0047
11:51,0.0075,0.0080,0.0030,0.0043,0.0090,0.0050,0.0038
11:52,0.0063,0.0064,0.0033,0.0038,0.0084,0.0050,0.0028
11:53,0.0057,0.0065,0.0040,0.0042,0.0088,0.0044,0.0036
11:54,0.0052,0.0081,0.0039,0.0043,0.0072,0.0053,0.0044
11:55,0.0039,0.0067,0.0053,0.0055,0.0072,0.0057,0.0060
11:56,0.0049,0.0066,0.0033,0.0048,0.0078,0.0044,0.0052
11:57,0.0041,0.0073,0.0039,0.0040,0.0065,0.0043,0.0040
11:58,0.0042,0.0055,0.0065,0.0041,0.0082,0.0042,0.0048
11:59,0.0032,0.0058,0.0064,0.0042,0.0087,0.0041,0.0052
12:00,0.0032,0.0049,0.0067,0.0035,0.0078,0.0046,0.0040
12:01,0.0033,0.0049,0.0068,0.0036,0.0076,0.0044,0.0044
12:02,0.0031,0.0046,0.0053,0.0029,0.0066,0.0036,0.0037
12:03,0.0037,0.0043,0.0046,0.0039,0.0077,0.0039,0.0057
12:04,0.0045,0.0040,0.0044,0.0035,0.0053,0.0043,0.0053
12:05,0.0067,0.0042,0.0039,0.0026,0.0066,0.0032,0.0046
12:06,0.0057,0.0045,0.0050,0.0050,0.0069,0.0036,0.0058
12:07,0.0050,0.0053,0.0050,0.0048,0.0068,0.0032,0.0042
12:08,0.0053,0.0040,0.0048,0.0049,0.0080,0.0024,0.0038
12:09,0.0066,0.0043,0.0048,0.0043,0.0061,0.0030,0.0037
12:10,0.0066,0.0040,0.0046,0.0029,0.0058,0.0027,0.0033
12:11,0.0058,0.0042,0.0069,0.0029,0.0058,0.0019,0.0046
12:12,0.0060,0.0042,0.0069,0.0029,0.0050,0.0030,0.0051
12:13,0.0049,0.0040,0.0059,0.0030,0.0048,0.0054,0.0047
12:14,0.0043,0.0038,0.0055,0.0034,0.0053,0.0048,0.0058
12:15,0.0054,0.0040,0.0059,0.0029,0.0043,0.0049,0.0043
12:16,0.0039,0.0037,0.0064,0.0041,0.0108,0.0045,0.0033
12:17,0.0041,0.0056,0.0055,0.0034,0.0087,0.0053,0.0034
12:18,0.0030,0.0038,0.0071,0.0034,0.0064,0.0048,0.0047
12:19,0.0038,0.0056,0.0076,0.0027,0.0053,0.0053,0.0030
12:20,0.0027,0.0063,0.0075,0.0033,0.0102,0.0061,0.0045
12:21,0.0036,0.0042,0.0053,0.0039,0.0102,0.0053,0.0045
12:22,0.0030,0.0045,0.0053,0.0037,0.0103,0.0044,0.0047
12:23,0.0028,0.0058,0.0050,0.0052,0.0066,0.0043,0.0035
12:24,0.0028,0.0039,0.0054,0.0050,0.0056,0.0034,0.0040
12:25,0.0022,0.0035,0.0057,0.0052,0.0068,0.0035,0.0041
12:26,0.0030,0.0040,0.0055,0.0062,0.0068,0.0046,0.0039
12:27,0.0026,0.0048,0.0052,0.0036,0.0059,0.0051,0.0036
12:28,0.0043,0.0037,0.0053,0.0043,0.0064,0.0043,0.0033
12:29,0.0034,0.0031,0.0047,0.0036,0.0063,0.0035,0.0017
12:30,0.0028,0.0027,0.0033,0.0017,0.0068,0.0034,0.0024
12:31,0.0023,0.0027,0.0030,0.0025,0.0058,0.0035,0.0027
12:32,0.0030,0.0035,0.0026,0.0017,0.0053,0.0043,0.0036
12:33,0.0038,0.0036,0.0038,0.0024,0.0061,0.0036,0.0048
12:34,0.0023,0.0041,0.0037,0.0016,0.0073,0.0034,0.0042
12:35,0.0033,0.0040,0.0042,0.0025,0.0058,0.0036,0.0033
12:36,0.0033,0.0048,0.0048,0.0028,0.0058,0.0043,0.0027
12:37,0.0036,0.0042,0.0030,0.0026,0.0056,0.0047,0.0023
12:38,0.0044,0.0028,0.0032,0.0038,0.0053,0.0049,0.0030
12:39,0.0038,0.0036,0.0028,0.0022,0.0069,0.0047,0.0029
12:40,0.0042,0.0043,0.0028,0.0029,0.0062,0.0052,0.0031
12:41,0.0054,0.0035,0.0045,0.0033,0.0056,0.0052,0.0038
12:42,0.0035,0.0033,0.0036,0.0024,0.0065,0.0049,0.0024
12:43,0.0016,0.0038,0.0033,0.0027,0.0063,0.0047,0.0030
12:44,0.0027,0.0036,0.0032,0.0033,0.0069,0.0051,0.0022
12:45,0.0033,0.0033,0.0039,0.0040,0.0077,0.0054,0.0019
12:46,0.0028,0.0038,0.0049,0.0037,0.0052,0.0059,0.0029
12:47,0.0037,0.0038,0.0047,0.0044,0.0052,0.0058,0.0037
12:48,0.0032,0.0042,0.0045,0.0043,0.0048,0.0066,0.0035
12:49,0.0022,0.0037,0.0036,0.0050,0.0051,0.0065,0.0031
12:50,0.0023,0.0043,0.0049,0.0044,0.0052,0.0069,0.0040
12:51,0.0020,0.0043,0.0052,0.0052,0.0047,0.0058,0.0035
12:52,0.0033,0.0047,0.0044,0.0052,0.0045,0.0057,0.0037
12:53,0.0043,0.0043,0.0038,0.0059,0.0052,0.0062,0.0033
12:54,0.0020,0.0045,0.0045,0.0055,0.0051,0.0079,0.0042
12:55,0.0018,0.0037,0.0038,0.0056,0.0055,0.0063,0.0037
12:56,0.0034,0.0051,0.0054,0.0065,0.0053,0.0052,0.0043
12:57,0.0038,0.0050,0.0067,0.0052,0.0055,0.0069,0.0047
12:58,0.0066,0.0042,0.0045,0.0044,0.0065,0.0069,0.0040
12:59,0.0040,0.0059,0.0052,0.0048,0.0063,0.0061,0.0038
13:00,0.0024,0.0062,0.0066,0.0048,0.0054,0.0050,0.0035
13:01,0.0018,0.0049,0.0060,0.0042,0.0047,0.0058,0.0052
13:02,0.0022,0.0034,0.0060,0.0050,0.0047,0.0041,0.0046
13:03,0.0033,0.0037,0.0054,0.0045,0.0041,0.0048,0.0042
13:04,0.0031,0.0039,0.0057,0.0042,0.0045,0.0054,0.0047
13:05,0.0046,0.0036,0.0044,0.0043,0.0038,0.0060,0.0045
13:06,0.0067,0.0039,0.0073,0.0048,0.0044,0.0056,0.0029
13:07,0.0033,0.0059,0.0075,0.0039,0.0040,0.0055,0.0046
13:08,0.0039,0.0056,0.0052,0.0046,0.0048,0.0062,0.0054
13:09,0.0050,0.0050,0.0049,0.0062,0.0059,0.0036,0.0035
13:10,0.0037,0.0048,0.0044,0.0052,0.0046,0.0044,0.0020
13:11,0.0029,0.0044,0.0044,0.0054,0.0052,0.0053,0.0012
13:12,0.0026,0.0050,0.0041,0.0056,0.0050,0.0039,0.0014
13:13,0.0026,0.0053,0.0056,0.0052,0.0043,0.0046,0.0023
13:14,0.0038,0.0052,0.0052,0.0055,0.0056,0.0052,0.0026
13:15,0.0048,0.0066,0.0059,0.0058,0.0058,0.0052,0.0024
13:16,0.0048,0.0061,0.0067,0.0060,0.0053,0.0035,0.0020
13:17,0.0060,0.0056,0.0065,0.0058,0.0056,0.0037,0.0014
13:18,0.0057,0.0058,0.0055,0.0062,0.0048,0.0039,0.0030
13:19,0.0050,0.0055,0.0065,0.0066,0.0056,0.0051,0.0021
13:20,0.0040,0.0071,0.0061,0.0071,0.0060,0.0050,0.0025
13:21,0.0051,0.0066,0.0069,0.0062,0.0047,0.0044,0.0036
13:22,0.0040,0.0081,0.0072,0.0059,0.0060,0.0040,0.0044
13:23,0.0057,0.0084,0.0048,0.0063,0.0047,0.0047,0.0042
13:24,0.0056,0.0073,0.0048,0.0059,0.0054,0.0062,0.0048
13:25,0.0042,0.0069,0.0055,0.0062,0.0055,0.0054,0.0058
13:26,0.0048,0.0074,0.0055,0.0063,0.0081,0.0053,0.0055
13:27,0.0049,0.0072,0.0055,0.0058,0.0063,0.0063,0.0066
13:28,0.0060,0.0063,0.0046,0.0056,0.0088,0.0055,0.0066
13:29,0.0059,0.0069,0.0058,0.0059,0.0066,0.0054,0.0088
13:30,0.0067,0.0072,0.0047,0.0040,0.0075,0.0060,0.0063
13:31,0.0083,0.0077,0.0050,0.0027,0.0071,0.0061,0.0059
13:32,0.0084,0.0070,0.0041,0.0023,0.0074,0.0043,0.0072
13:33,0.0083,0.0079,0.0083,0.0033,0.0063,0.0048,0.0074
13:34,0.0087,0.0076,0.0064,0.0051,0.0063,0.0055,0.0066
13:35,0.0077,0.0066,0.0050,0.0041,0.0067,0.0062,0.0056
13:36,0.0078,0.0056,0.0045,0.0061,0.0085,0.0071,0.0065
13:37,0.0060,0.0047,0.0040,0.0063,0.0076,0.0091,0.0073
13:38,0.0058,0.0043,0.0040,0.0081,0.0065,0.0082,0.0093
13:39,0.0052,0.0047,0.0024,0.0058,0.0066,0.0056,0.0085
13:40,0.0045,0.0046,0.0015,0.0046,0.0077,0.0056,0.0109
13:41,0.0031,0.0048,0.0023,0.0043,0.0098,0.0053,0.0086
13:42,0.0039,0.0056,0.0017,0.0046,0.0098,0.0056,0.0086
13:43,0.0036,0.0064,0.0021,0.0055,0.0086,0.0054,0.0065
13:44,0.0037,0.0059,0.0024,0.0052,0.0078,0.0055,0.0076
13:45,0.0044,0.0055,0.0038,0.0055,0.0071,0.0049,0.0065
13:46,0.0047,0.0058,0.0040,0.0068,0.0065,0.0095,0.0056
13:47,0.0051,0.0058,0.0025,0.0066,0.0079,0.0056,0.0064
13:48,0.0051,0.0059,0.0023,0.0064,0.0078,0.0053,0.0084
13:49,0.0056,0.0056,0.0027,0.0061,0.0078,0.0060,0.0081
13:50,0.0042,0.0056,0.0025,0.0060,0.0088,0.0046,0.0081
13:51,0.0041,0.0053,0.0026,0.0059,0.0072,0.0044,0.0075
13:52,0.0050,0.0052,0.0023,0.0066,0.0056,0.0044,0.0077
13:53,0.0042,0.0052,0.0033,0.0065,0.0066,0.0036,0.0066
13:54,0.0046,0.0067,0.0033,0.0063,0.0077,0.0057,0.0069
13:55,0.0052,0.0088,0.0046,0.0062,0.0079,0.0054,0.0077
