"total_revenue","day","month","time","con_time","category","price","precipitation","temp_diff","mean_temp","sell_sequence","rank_seq_mean","rank_brand"
55057000,"1","10","10",0.444444444,"4",55900,0.1,10.1,16.5,3,6,438
23067000,"2","10","20",0.847222222,"4",55900,0,16.2,20.9,1,1,438
41977000,"2","10","20",0.861111111,"4",55900,0,16.2,20.9,2,3,438
53797000,"2","10","21",0.875,"4",55900,12,8.2,23.8,3,6,438
24097000,"6","10","11",0.458333333,"4",55900,0.4,8.3,23.2,1,1,438
34805000,"6","10","11",0.472222222,"4",55900,8.8,6.5,23.2,2,3,438
41833000,"6","10","11",0.486111111,"4",55900,8.8,6.5,23.2,3,6,438
23475000,"7","10","11",0.458333333,"4",55900,12.8,7.2,5.6,1,1,438
41775000,"7","10","11",0.472222222,"4",55900,0,15.1,2.9,2,3,438
48146000,"7","10","11",0.486111111,"4",55900,0,15.1,2.9,3,6,438
22149000,"5","10","16",0.666666667,"4",55900,0.4,9.1,4,1,1,438
41349000,"5","10","16",0.680555556,"4",55900,0.1,8.8,0.2,2,3,438
53926000,"5","10","16",0.694444444,"4",55900,0.1,8.8,0.2,3,6,438
45042000,"4","11","16",0.680555556,"4",55900,0.3,8.4,27,1,1,438
37619000,"4","11","16",0.694444444,"4",55900,0.3,8.4,27,2,3,438
58645000,"4","11","17",0.708333333,"4",55900,6,7,28.4,3,6,438
39312000,"7","11","17",0.722222222,"4",55900,0.9,9.7,5,1,1,438
57255000,"7","11","17",0.736111111,"4",55900,0.9,9.7,5,2,3,438
61072000,"7","11","18",0.75,"4",55900,0.9,9.7,5,3,6,438
27901000,"3","11","17",0.722222222,"4",55900,0,17.3,11.1,1,1,438
42831000,"3","11","17",0.736111111,"4",55900,0,17.3,11.1,2,3,438
42988000,"3","11","18",0.75,"4",55900,0,17.3,11.1,3,6,438
43473000,"7","11","17",0.722222222,"4",55900,0,11.8,-0.5,1,1,438
62624000,"7","11","17",0.736111111,"4",55900,0,10.9,-2.9,2,3,438
71500000,"7","11","18",0.75,"4",55900,0,10.9,-2.9,3,6,438
36061000,"3","11","11",0.472222222,"4",55900,6.9,7.8,17.3,1,1,438
48764000,"3","11","11",0.486111111,"4",55900,6.9,7.8,17.3,2,3,438
63326000,"4","11","12",0.5,"4",55900,6.9,7.8,17.3,1,1,438
27830000,"4","11","17",0.722222222,"4",55900,0.8,7.4,23.6,2,3,438
51297000,"4","11","17",0.736111111,"4",55900,0.8,7.4,23.6,3,6,438
24492000,"5","11","11",0.472222222,"4",55900,0,13.8,6.7,1,1,438
42267000,"5","11","11",0.486111111,"4",55900,0,13.8,6.7,2,3,438
58911000,"5","11","12",0.5,"4",55900,0,13.8,6.7,3,6,438
55857000,"2","11","18",0.75,"4",55900,14.7,8.3,27.2,1,1,438
59879000,"2","11","18",0.763888889,"4",55900,14.7,8.3,27.2,2,3,438
45966000,"2","11","18",0.777777778,"4",55900,0,8.9,28.6,3,6,438
64587000,"2","11","19",0.791666667,"4",55900,0,8.9,28.6,4,4,438
28024000,"4","11","17",0.722222222,"4",55900,65.1,3,17.5,1,1,438
39742000,"4","11","17",0.736111111,"4",55900,65.1,3,17.5,2,3,438
58910000,"4","11","18",0.75,"4",55900,0,12.4,17.8,3,6,438
51450000,"6","11","11",0.472222222,"4",55900,0,10.9,22.6,1,1,438
52604000,"6","11","11",0.486111111,"4",55900,0,10.9,22.6,2,3,438
39085000,"6","11","12",0.5,"4",55900,13.9,6.4,25.2,3,6,438
57071000,"6","11","12",0.513888889,"4",55900,13.9,6.4,25.2,4,4,438
46801000,"1","12","15",0.638888889,"4",55900,0,15.8,6.1,1,1,438
90693000,"1","12","15",0.652777778,"4",55900,0,15.8,6.1,2,3,438
110064000,"1","12","16",0.666666667,"4",55900,0.1,12,6.8,3,6,438
34350000,"3","12","17",0.722222222,"4",55900,12.1,5.9,27.1,1,1,438
46215000,"3","12","17",0.736111111,"4",55900,12.1,5.9,27.1,2,3,438
65411000,"3","12","18",0.75,"4",55900,12.1,5.9,27.1,3,6,438
40019000,"1","12","17",0.722222222,"4",55900,0.1,11.2,22.5,1,1,438
76083000,"1","12","17",0.736111111,"4",55900,12,8.2,23.8,2,3,438
39545000,"3","12","10",0.430555556,"4",55900,0,11.8,-1.3,1,1,438
57702000,"3","12","10",0.444444444,"4",55900,0,11.8,-0.5,2,3,438
78121000,"3","12","11",0.458333333,"4",55900,0,11.8,-0.5,3,6,438
44823000,"7","12","19",0.805555556,"4",55900,0,11,2.6,1,1,438
48448000,"7","12","19",0.819444444,"4",55900,1.2,12.2,12.8,2,3,438
71345000,"7","12","20",0.833333333,"4",55900,1.2,12.2,12.8,3,6,438
33369000,"1","12","16",0.680555556,"4",55900,0,8.1,12.8,1,1,438
65570000,"1","12","16",0.694444444,"4",55900,0,8.1,12.8,2,3,438
79071000,"1","12","17",0.708333333,"4",55900,0.1,13.9,14.7,3,6,438
35784000,"3","12","10",0.430555556,"4",55900,16.3,5.1,2.9,1,1,438
61363000,"3","12","10",0.444444444,"4",55900,16.3,5.1,2.9,2,3,438
83712000,"3","12","11",0.458333333,"4",55900,16.3,5.1,2.9,3,6,438
40344000,"7","12","11",0.472222222,"4",55900,8.8,6.5,23.2,1,1,438
51399000,"7","12","11",0.486111111,"4",55900,8.8,6.5,23.2,2,3,438
71785000,"7","12","12",0.5,"4",55900,0,9.1,-2,3,6,438
31159000,"2","12","10",0.430555556,"4",55900,0.6,10.3,28.4,1,1,438
45455000,"2","12","10",0.444444444,"4",55900,0.7,10.4,28.8,2,3,438
64472000,"2","12","11",0.458333333,"4",55900,0.7,10.4,28.8,3,6,438
35702000,"7","12","16",0.680555556,"4",55900,0,9.7,25.3,1,1,438
67336000,"7","12","16",0.694444444,"4",55900,0,9.7,25.3,2,3,438
56234000,"7","12","17",0.708333333,"4",55900,25.2,7.3,25.8,3,6,438
34785000,"2","12","19",0.805555556,"4",55900,0,10.7,23.4,1,1,438
56803000,"2","12","19",0.819444444,"4",55900,0,10.7,23.4,2,3,438
76840000,"2","12","20",0.833333333,"4",55900,0,12.9,25.1,3,6,438
50000,"6"," 6","21",0.888888889,"10",749000,0.1,9.9,28.8,1,1,495
1497000,"6"," 6","21",0.902777778,"10",749000,0.1,9.9,28.8,2,3,495
5842000,"6"," 6","22",0.916666667,"10",749000,8,7.5,28.3,3,6,495
50000,"2"," 6","22",0.916666667,"10",749000,21.3,5.4,18.8,1,1,495
1499000,"2"," 6","22",0.930555556,"10",749000,21.3,5.4,18.8,2,3,495
4395000,"2"," 6","22",0.944444444,"10",749000,21.3,5.4,18.8,3,6,495
50000,"5"," 6","21",0.875,"10",749000,0,14.6,13.3,1,1,495
7291000,"5"," 6","21",0.888888889,"10",749000,0,14.6,13.3,2,3,495
5840000,"5"," 6","21",0.902777778,"10",749000,0,13.1,11.7,3,6,495
2946000,"1"," 6","22",0.916666667,"10",749000,0.8,8.8,22.1,1,1,495
1499000,"1"," 6","22",0.930555556,"10",749000,0,17.1,18.5,2,3,495
5842000,"1"," 6","22",0.944444444,"10",749000,0,17.1,18.5,3,6,495
1497000,"4"," 6","21",0.875,"10",749000,0.1,10.5,22.2,1,1,495
4393000,"4"," 6","21",0.888888889,"10",749000,0.1,10.5,22.2,2,3,495
7287000,"4"," 6","21",0.902777778,"10",749000,0.1,10.5,22.2,3,6,495
50000,"2"," 6","21",0.875,"10",749000,0.3,10.7,16.9,1,1,495
1499000,"2"," 6","21",0.888888889,"10",749000,0,11.2,10.8,2,3,495
1497000,"2"," 6","21",0.902777778,"10",749000,0,11.2,10.8,3,6,495
1909000,"4"," 7","23",0.958333333,"10",749000,19,9.3,11,1,1,495
3767000,"4"," 7","23",0.972222222,"10",749000,19,9.3,11,2,3,495
3767000,"4"," 7","23",0.986111111,"10",749000,11.6,13,8.7,3,6,495
1911000,"5"," 7","23",0.958333333,"10",749000,0.1,10,0.9,1,1,495
3772000,"5"," 7","23",0.972222222,"10",749000,0,13.2,0.8,2,3,495
9348000,"5"," 7","23",0.986111111,"10",749000,0,13.2,0.8,3,6,495
50000,"3"," 7","22",0.916666667,"10",749000,1.2,8.3,28.6,1,1,495
1911000,"3"," 7","22",0.930555556,"10",749000,1.2,8.3,28.6,2,3,495
3767000,"3"," 7","22",0.944444444,"10",749000,1.2,8.3,28.6,3,6,495
1909000,"4"," 7","19",0.791666667,"10",749000,2.3,8.5,17.4,1,1,495
3772000,"4"," 7","19",0.805555556,"10",749000,2.3,8.5,17.4,2,3,495
3770000,"4"," 7","19",0.819444444,"10",749000,2.3,8.5,17.4,3,6,495
50000,"5"," 8","22",0.916666667,"10",749000,0.7,9.7,3.8,1,1,495
3840000,"5"," 8","22",0.930555556,"10",749000,0,8.3,0.6,2,3,495
5738000,"5"," 8","22",0.944444444,"10",749000,0,8.3,0.6,3,6,495
1945000,"1"," 8","23",0.972222222,"10",749000,0.6,15.6,11.6,1,1,495
50000,"1"," 8","23",0.986111111,"10",749000,0,11,8.8,2,3,495
50000,"2"," 8"," 0",0,"10",749000,0.8,7.4,23.6,1,1,495
5738000,"6"," 8","23",0.958333333,"10",749000,0,13.4,0.7,1,1,495
5738000,"6"," 8","23",0.972222222,"10",749000,0,14.9,-0.2,2,3,495
7636000,"7"," 8","23",0.986111111,"10",749000,0,14.9,-0.2,1,1,495
1945000,"4"," 8","19",0.791666667,"10",749000,0.2,9.2,26,1,1,495
50000,"4"," 8","19",0.805555556,"10",749000,0.2,9.2,26,2,3,495
5741000,"4"," 8","19",0.819444444,"10",749000,0.2,10.1,22.4,3,6,495
1945000,"1"," 8","22",0.930555556,"10",749000,0.2,6.9,5.4,1,1,495
5741000,"1"," 8","22",0.944444444,"10",749000,0.2,6.9,5.4,2,3,495
15225000,"1"," 8","23",0.958333333,"10",749000,0.2,6.9,5.4,3,6,495
1948000,"4"," 8","23",0.958333333,"10",749000,40.1,4.7,17.8,1,1,495
1945000,"4"," 8","23",0.972222222,"10",749000,40.1,4.7,17.8,2,3,495
5738000,"4"," 8","23",0.986111111,"10",749000,40.1,4.7,17.8,3,6,495
1990000,"2"," 9","22",0.916666667,"10",749000,0,13,14.9,1,1,495
1988000,"2"," 9","22",0.930555556,"10",749000,0,13,14.9,2,3,495
1988000,"2"," 9","22",0.944444444,"10",749000,0,12.2,15.1,3,6,495
50000,"2"," 9","22",0.916666667,"10",749000,0.2,12,2.9,1,1,495
50000,"2"," 9","22",0.930555556,"10",749000,0.2,12,2.9,2,3,495
9738000,"2"," 9","22",0.944444444,"10",749000,0.2,12,2.9,3,6,495
3925000,"4"," 9","22",0.916666667,"10",749000,0.1,10,0.9,1,1,495
7803000,"4"," 9","22",0.930555556,"10",749000,0.1,8.3,1.6,2,3,495
5863000,"4"," 9","22",0.944444444,"10",749000,0.1,8.3,1.6,3,6,495
50000,"2"," 9","20",0.847222222,"10",749000,0,12.1,2.7,1,1,495
3928000,"2"," 9","20",0.861111111,"10",749000,0,12.1,2.7,2,3,495
5868000,"2"," 9","21",0.875,"10",749000,0,12.1,2.7,3,6,495
1988000,"6"," 9","23",0.958333333,"10",749000,0.5,11.3,2.1,1,1,495
1990000,"6"," 9","23",0.972222222,"10",749000,0.5,11.3,2.1,2,3,495
7805000,"6"," 9","23",0.986111111,"10",749000,0.5,11.3,2.1,3,6,495
50000,"3"," 9","20",0.833333333,"10",749000,0,12,6,1,1,495
3930000,"3"," 9","20",0.847222222,"10",749000,0,12,6,2,3,495
50000,"3"," 9","20",0.861111111,"10",749000,0,12,6,3,6,495
1990000,"3"," 9","22",0.916666667,"10",749000,0,8.9,5.2,1,1,495
5870000,"3"," 9","22",0.930555556,"10",749000,0,8.9,5.2,2,3,495
13626000,"3"," 9","22",0.944444444,"10",749000,0,8.9,5.2,3,6,495
50000,"1","10","22",0.930555556,"10",749000,0,11.6,19.7,1,1,495
8008000,"1","10","22",0.944444444,"10",749000,0,11.6,19.7,2,3,495
9997000,"2","10","23",0.958333333,"10",749000,0,11.6,19.7,1,1,495
6025000,"6","10","23",0.958333333,"10",749000,0.9,9.7,5,1,1,495
4030000,"6","10","23",0.972222222,"10",749000,1.1,4.7,3.7,2,3,495
4025000,"6","10","23",0.986111111,"10",749000,1.1,4.7,3.7,3,6,495
2042000,"1","10","20",0.833333333,"10",749000,40.1,4.7,17.8,1,1,495
8008000,"1","10","20",0.847222222,"10",749000,40.1,4.7,17.8,2,3,495
2042000,"1","10","20",0.861111111,"10",749000,40.1,4.7,17.8,3,6,495
4030000,"5","10","21",0.875,"10",749000,0,11.7,0.5,1,1,495
8008000,"5","10","21",0.888888889,"10",749000,0,11.8,3.1,2,3,495
19950000,"5","10","21",0.902777778,"10",749000,0,11.8,3.1,3,6,495
2039000,"6","10","20",0.833333333,"10",749000,0,13.1,17.9,1,1,495
4028000,"6","10","20",0.847222222,"10",749000,0,13.1,17.9,2,3,495
11991000,"6","10","20",0.861111111,"10",749000,0,13.1,17.9,3,6,495
6055000,"7","11","22",0.930555556,"10",749000,0.9,9.7,5,1,1,495
50000,"7","11","22",0.944444444,"10",749000,0.1,14.2,5.4,2,3,495
14063000,"7","11","23",0.958333333,"10",749000,0.1,14.2,5.4,3,6,495
2051000,"5","11","22",0.930555556,"10",749000,0,13.2,3.5,1,1,495
50000,"5","11","22",0.944444444,"10",749000,0,13.2,3.5,2,3,495
2051000,"5","11","23",0.958333333,"10",749000,0,13.2,3.5,3,6,495
2051000,"1","11","22",0.930555556,"10",749000,8.5,12.8,9.4,1,1,495
2053000,"1","11","22",0.944444444,"10",749000,1.1,9.1,12.1,2,3,495
6058000,"1","11","23",0.958333333,"10",749000,1.1,9.1,12.1,3,6,495
50000,"2","12","23",0.986111111,"10",749000,0,9.9,-1.8,1,1,495
50000,"3","12"," 0",0,"10",749000,0,11.8,-0.5,1,1,495
12164000,"3","12"," 0",0.013888889,"10",749000,0,9,-0.7,2,3,495
50000,"5"," 5","20",0.833333333,"10",849000,0.4,8.4,7.1,1,1,495
1690000,"5"," 5","20",0.847222222,"10",849000,0.4,8.4,7.1,2,3,495
3333000,"5"," 5","20",0.861111111,"10",849000,0.4,8.4,7.1,3,6,495
1690000,"5"," 5","21",0.875,"10",849000,0.7,7.8,28.4,1,1,495
1690000,"5"," 5","21",0.888888889,"10",849000,0.1,9.9,28.8,2,3,495
4975000,"5"," 5","21",0.902777778,"10",849000,0.1,9.9,28.8,3,6,495
50000,"3"," 5","20",0.833333333,"10",849000,0,13.2,0.8,1,1,495
1692000,"3"," 5","20",0.847222222,"10",849000,0,13.2,0.8,2,3,495
11537000,"3"," 5","20",0.861111111,"10",849000,0,13.2,0.8,3,6,495
50000,"4"," 5","21",0.875,"10",849000,0.1,7.9,16,1,1,495
1692000,"4"," 5","21",0.888888889,"10",849000,0.7,10.8,13.2,2,3,495
50000,"4"," 5","21",0.902777778,"10",849000,0.7,10.8,13.2,3,6,495
3333000,"1"," 5","20",0.833333333,"10",849000,0,17.7,17.6,1,1,495
50000,"1"," 5","20",0.847222222,"10",849000,0,17.7,17.6,2,3,495
4973000,"1"," 5","20",0.861111111,"10",849000,0,17.7,17.6,3,6,495
7388000,"6"," 6","21",0.888888889,"10",949000,8,7.5,28.3,1,1,495
31233000,"6"," 6","21",0.902777778,"10",949000,8,7.5,28.3,2,3,495
22067000,"6"," 6","22",0.916666667,"10",949000,8.6,7.6,25.8,3,6,495
1884000,"2"," 6","22",0.916666667,"10",949000,21.3,5.4,18.8,1,1,495
7388000,"2"," 6","22",0.930555556,"10",949000,21.3,5.4,18.8,2,3,495
20229000,"2"," 6","22",0.944444444,"10",949000,21.3,5.4,18.8,3,6,495
5554000,"5"," 6","21",0.875,"10",949000,0,13.1,11.7,1,1,495
16561000,"5"," 6","21",0.888888889,"10",949000,0,13.1,11.7,2,3,495
27571000,"5"," 6","21",0.902777778,"10",949000,8.5,12.8,9.4,3,6,495
12892000,"1"," 6","22",0.916666667,"10",949000,0,17,19.2,1,1,495
18395000,"1"," 6","22",0.930555556,"10",949000,0,17,19.2,2,3,495
22067000,"1"," 6","22",0.944444444,"10",949000,0.2,9.8,2.6,3,6,495
1884000,"4"," 6","21",0.875,"10",949000,9.4,6.5,21.5,1,1,495
11058000,"4"," 6","21",0.888888889,"10",949000,9.4,6.5,21.5,2,3,495
23907000,"4"," 6","21",0.902777778,"10",949000,9.4,6.5,21.5,3,6,495
1884000,"2"," 6","21",0.875,"10",949000,0,11.2,10.8,1,1,495
11058000,"2"," 6","21",0.888888889,"10",949000,0,11,2.6,2,3,495
25739000,"2"," 6","21",0.902777778,"10",949000,0,11,2.6,3,6,495
9478000,"4"," 7","23",0.958333333,"10",949000,0,14.5,9.3,1,1,495
25970000,"4"," 7","23",0.972222222,"10",949000,0,14.5,9.3,2,3,495
37758000,"4"," 7","23",0.986111111,"10",949000,0,14.5,9.3,3,6,495
4764000,"5"," 7","23",0.958333333,"10",949000,0,13.2,0.8,1,1,495
28330000,"5"," 7","23",0.972222222,"10",949000,0,14.9,-0.2,2,3,495
21258000,"5"," 7","23",0.986111111,"10",949000,0,14.9,-0.2,3,6,495
2408000,"3"," 7","22",0.916666667,"10",949000,15.8,4.9,26.1,1,1,495
21263000,"3"," 7","22",0.930555556,"10",949000,15.8,4.9,26.1,2,3,495
28328000,"3"," 7","22",0.944444444,"10",949000,15.8,4.9,26.1,3,6,495
4764000,"4"," 7","19",0.791666667,"10",949000,0.3,14,11.5,1,1,495
11828000,"4"," 7","19",0.805555556,"10",949000,0.3,14,11.5,2,3,495
23617000,"4"," 7","19",0.819444444,"10",949000,0.3,14,11.5,3,6,495
19276000,"5"," 8","22",0.916666667,"10",949000,0,8.3,0.6,1,1,495
19274000,"5"," 8","22",0.930555556,"10",949000,0,11.7,15.9,2,3,495
33688000,"5"," 8","22",0.944444444,"10",949000,0,11.7,15.9,3,6,495
2455000,"1"," 8","23",0.972222222,"10",949000,0,11,8.8,1,1,495
19274000,"1"," 8","23",0.986111111,"10",949000,0,11,8.8,2,3,495
31276000,"2"," 8"," 0",0,"10",949000,31.7,4.2,21.6,1,1,495
50000,"7"," 8","23",0.958333333,"10",949000,0,14.9,-0.2,1,1,495
19268000,"7"," 8","23",0.972222222,"10",949000,0.2,9.8,2.6,2,3,495
24078000,"7"," 8","23",0.986111111,"10",949000,0.2,9.8,2.6,3,6,495
9658000,"4"," 8","19",0.791666667,"10",949000,0.2,10.1,22.4,1,1,495
14467000,"4"," 8","19",0.805555556,"10",949000,0.2,10.1,22.4,2,3,495
19281000,"4"," 8","19",0.819444444,"10",949000,40.1,4.7,17.8,3,6,495
2455000,"1"," 8","22",0.930555556,"10",949000,0,11.5,5.7,1,1,495
24075000,"1"," 8","22",0.944444444,"10",949000,0,11.5,5.7,2,3,495
38497000,"1"," 8","23",0.958333333,"10",949000,0,11.5,5.7,3,6,495
50000,"4"," 8","23",0.958333333,"10",949000,8.6,3.9,15.5,1,1,495
24072000,"4"," 8","23",0.972222222,"10",949000,8.6,3.9,15.5,2,3,495
31289000,"4"," 8","23",0.986111111,"10",949000,8.6,3.9,15.5,3,6,495
4964000,"2"," 9","22",0.916666667,"10",949000,0,12.2,15.1,1,1,495
7417000,"2"," 9","22",0.930555556,"10",949000,0,12.2,15.1,2,3,495
12330000,"2"," 9","22",0.944444444,"10",949000,0,12.8,14.3,3,6,495
50000,"2"," 9","22",0.916666667,"10",949000,0,11.7,0.5,1,1,495
19705000,"2"," 9","22",0.930555556,"10",949000,0,11.7,0.5,2,3,495
22163000,"2"," 9","22",0.944444444,"10",949000,0,11.7,0.5,3,6,495
2508000,"4"," 9","22",0.916666667,"10",949000,0.1,8.3,1.6,1,1,495
14794000,"4"," 9","22",0.930555556,"10",949000,0,11.7,0.5,2,3,495
41802000,"4"," 9","22",0.944444444,"10",949000,0,11.7,0.5,3,6,495
2508000,"2"," 9","20",0.847222222,"10",949000,0,15.8,6.1,1,1,495
17244000,"2"," 9","20",0.861111111,"10",949000,0,15.8,6.1,2,3,495
31988000,"2"," 9","21",0.875,"10",949000,0,15.8,6.1,3,6,495
2506000,"6"," 9","23",0.958333333,"10",949000,0,5.9,-1.7,1,1,495
14783000,"6"," 9","23",0.972222222,"10",949000,0,5.9,-1.7,2,3,495
24621000,"6"," 9","23",0.986111111,"10",949000,0,5.9,-1.7,3,6,495
4961000,"3"," 9","20",0.833333333,"10",949000,0.3,17.1,7.9,1,1,495
12336000,"3"," 9","20",0.847222222,"10",949000,0.3,17.1,7.9,2,3,495
19710000,"3"," 9","20",0.861111111,"10",949000,0.3,17.1,7.9,3,6,495
2506000,"3"," 9","22",0.916666667,"10",949000,0,14.5,5,1,1,495
27079000,"3"," 9","22",0.930555556,"10",949000,0,14.5,5,2,3,495
36889000,"3"," 9","22",0.944444444,"10",949000,0,14.5,5,3,6,495
50000,"2","10","22",0.930555556,"10",949000,0.1,10.9,20.2,1,1,495
12654000,"2","10","22",0.944444444,"10",949000,0.1,10.9,20.2,2,3,495
35351000,"2","10","23",0.958333333,"10",949000,0.1,10.9,20.2,3,6,495
5094000,"6","10","23",0.958333333,"10",949000,1.1,4.7,3.7,1,1,495
20226000,"6","10","23",0.972222222,"10",949000,6.2,9,2.6,2,3,495
10136000,"6","10","23",0.986111111,"10",949000,6.2,9,2.6,3,6,495
5097000,"1","10","20",0.833333333,"10",949000,0.4,8.1,18.1,1,1,495
22742000,"1","10","20",0.847222222,"10",949000,0.4,8.1,18.1,2,3,495
42921000,"1","10","20",0.861111111,"10",949000,0.4,8.1,18.1,3,6,495
7617000,"5","10","21",0.875,"10",949000,0,11.8,3.1,1,1,495
25270000,"5","10","21",0.888888889,"10",949000,0,13.4,0.7,2,3,495
35353000,"5","10","21",0.902777778,"10",949000,0,13.4,0.7,3,6,495
7615000,"6","10","20",0.833333333,"10",949000,1.7,12.3,21.3,1,1,495
12662000,"6","10","20",0.847222222,"10",949000,1.7,12.3,21.3,2,3,495
50478000,"6","10","20",0.861111111,"10",949000,1.7,12.3,21.3,3,6,495
10198000,"7","11","22",0.930555556,"10",949000,0,12,10.6,1,1,495
12736000,"7","11","22",0.944444444,"10",949000,0,12,10.6,2,3,495
53315000,"7","11","23",0.958333333,"10",949000,0,12,10.6,3,6,495
10193000,"5","11","22",0.930555556,"10",949000,0,10.8,-1.3,1,1,495
7660000,"5","11","22",0.944444444,"10",949000,0,10.8,-1.3,2,3,495
25420000,"5","11","23",0.958333333,"10",949000,0,10.8,-1.3,3,6,495
12736000,"1","11","22",0.930555556,"10",949000,1.1,9.1,12.1,1,1,495
17805000,"1","11","22",0.944444444,"10",949000,2.8,10.2,8.9,2,3,495
33027000,"1","11","23",0.958333333,"10",949000,2.8,10.2,8.9,3,6,495
17969000,"2","12","23",0.986111111,"10",949000,0,9.9,-1.8,1,1,495
10289000,"3","12"," 0",0,"10",949000,0,9,-0.7,1,1,495
23089000,"3","12"," 0",0.013888889,"10",949000,0,9,-0.7,2,3,495
2079000,"5"," 5","20",0.833333333,"10",1049000,0,14,6,1,1,495
18302000,"5"," 5","20",0.847222222,"10",1049000,0,14,6,2,3,495
24389000,"5"," 5","20",0.861111111,"10",1049000,0,14,6,3,6,495
6138000,"5"," 5","21",0.875,"10",1049000,0.1,9.9,28.8,1,1,495
18304000,"5"," 5","21",0.888888889,"10",1049000,0.1,9.9,28.8,2,3,495
22359000,"5"," 5","21",0.902777778,"10",1049000,0.1,9.9,28.8,3,6,495
4105000,"3"," 5","20",0.833333333,"10",1049000,0.2,12,2.9,1,1,495
12220000,"3"," 5","20",0.847222222,"10",1049000,0.2,12,2.9,2,3,495
22357000,"3"," 5","20",0.861111111,"10",1049000,0.2,12,2.9,3,6,495
4107000,"4"," 5","21",0.875,"10",1049000,0.7,10.8,13.2,1,1,495
14248000,"4"," 5","21",0.888888889,"10",1049000,0,12.2,13.5,2,3,495
28451000,"4"," 5","21",0.902777778,"10",1049000,0,12.2,13.5,3,6,495
4105000,"1"," 5","20",0.833333333,"10",1049000,0,16.4,18.9,1,1,495
6134000,"1"," 5","20",0.847222222,"10",1049000,0,16.4,18.9,2,3,495
12218000,"1"," 5","20",0.861111111,"10",1049000,0,16.4,18.9,3,6,495
50000,"6"," 6","21",0.888888889,"10",1249000,8.6,7.6,25.8,1,1,495
2464000,"6"," 6","21",0.902777778,"10",1249000,8.6,7.6,25.8,2,3,495
2464000,"6"," 6","22",0.916666667,"10",1249000,0,17.6,22.9,3,6,495
2464000,"2"," 6","22",0.916666667,"10",1249000,7.2,5.7,19.5,1,1,495
50000,"2"," 6","22",0.930555556,"10",1249000,7.2,5.7,19.5,2,3,495
4879000,"2"," 6","22",0.944444444,"10",1249000,7.2,5.7,19.5,3,6,495
2464000,"5"," 6","21",0.875,"10",1249000,8.5,12.8,9.4,1,1,495
4879000,"5"," 6","21",0.888888889,"10",1249000,1.1,9.1,12.1,2,3,495
12125000,"5"," 6","21",0.902777778,"10",1249000,0.7,10.4,28.8,3,6,495
50000,"1"," 6","22",0.916666667,"10",1249000,0.2,9.8,2.6,1,1,495
4881000,"1"," 6","22",0.930555556,"10",1249000,0.2,9.8,2.6,2,3,495
12123000,"1"," 6","22",0.944444444,"10",1249000,0.2,9.7,5.8,3,6,495
50000,"4"," 6","21",0.875,"10",1249000,0.1,11.7,15.9,1,1,495
50000,"4"," 6","21",0.888888889,"10",1249000,0.1,11.7,15.9,2,3,495
4881000,"4"," 6","21",0.902777778,"10",1249000,0,12.9,17.9,3,6,495
50000,"2"," 6","21",0.875,"10",1249000,0.5,10.9,7.7,1,1,495
2466000,"2"," 6","21",0.888888889,"10",1249000,0.5,10.9,7.7,2,3,495
9707000,"2"," 6","21",0.902777778,"10",1249000,0.5,10.9,7.7,3,6,495
50000,"4"," 7","23",0.958333333,"10",1249000,0,10.2,20.4,1,1,495
50000,"4"," 7","23",0.972222222,"10",1249000,0,10.2,20.4,2,3,495
3151000,"4"," 7","23",0.986111111,"10",1249000,0,10.2,20.4,3,6,495
50000,"5"," 7","23",0.958333333,"10",1249000,0,14.9,-0.2,1,1,495
3154000,"5"," 7","23",0.972222222,"10",1249000,0,13.3,21.2,2,3,495
3151000,"5"," 7","23",0.986111111,"10",1249000,0,13.3,21.2,3,6,495
9353000,"3"," 7","22",0.916666667,"10",1249000,2.1,9,26.2,1,1,495
3154000,"3"," 7","22",0.930555556,"10",1249000,2.1,9,26.2,2,3,495
6255000,"3"," 7","22",0.944444444,"10",1249000,2.1,9,26.2,3,6,495
50000,"4"," 7","19",0.791666667,"10",1249000,1.5,11.1,13.8,1,1,495
50000,"4"," 7","19",0.805555556,"10",1249000,1.5,11.1,13.8,2,3,495
6257000,"4"," 7","19",0.819444444,"10",1249000,1.5,11.1,13.8,3,6,495
50000,"5"," 8","22",0.916666667,"10",1249000,0,11.7,15.9,1,1,495
3212000,"5"," 8","22",0.930555556,"10",1249000,0,12.3,13.3,2,3,495
6374000,"5"," 8","22",0.944444444,"10",1249000,0,12.3,13.3,3,6,495
50000,"1"," 8","23",0.972222222,"10",1249000,0.1,13.6,10.7,1,1,495
3212000,"1"," 8","23",0.986111111,"10",1249000,0.1,13.6,10.7,2,3,495
6377000,"2"," 8"," 0",0,"10",1249000,31.7,4.2,21.6,1,1,495
50000,"7"," 8","23",0.958333333,"10",1249000,0.2,9.8,2.6,1,1,495
3212000,"7"," 8","23",0.972222222,"10",1249000,0,13.3,2.1,2,3,495
3215000,"7"," 8","23",0.986111111,"10",1249000,0,13.3,2.1,3,6,495
50000,"4"," 8","19",0.791666667,"10",1249000,40.1,4.7,17.8,1,1,495
50000,"4"," 8","19",0.805555556,"10",1249000,40.1,4.7,17.8,2,3,495
6379000,"4"," 8","19",0.819444444,"10",1249000,0,12.4,17.8,3,6,495
6374000,"1"," 8","22",0.930555556,"10",1249000,0,14.9,7.4,1,1,495
